epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,230.14,2.23778,0.89031,0.78137,0.75417,0.61818,0.66202,0.28009,0.38906,58.394,0.14549,0.0015908,0.0015908,0.0015908
33,237.385,2.30619,0.93207,0.7835,0.72605,0.54545,0.63793,0.28389,0.37593,87.1346,0.14687,0.0015776,0.0015776,0.0015776
34,244.552,2.24207,0.91189,0.78462,0.52076,0.7,0.54633,0.21813,0.4035,26.124,0.14822,0.0015644,0.0015644,0.0015644
35,251.669,2.26527,0.90328,0.77967,0.88873,0.73636,0.75193,0.33912,0.36441,10.105,0.14911,0.0015512,0.0015512,0.0015512
36,258.757,2.20472,0.89431,0.7876,0.72781,0.64545,0.66211,0.31969,0.38224,17.1449,0.14895,0.001538,0.001538,0.001538
37,265.891,2.27185,0.91806,0.7788,0.62209,0.64545,0.57782,0.25998,0.36634,27.9514,0.14498,0.0015248,0.0015248,0.0015248
38,272.973,2.20778,0.88254,0.78004,0.87697,0.77761,0.86049,0.38037,0.35962,3.50881,0.14203,0.0015116,0.0015116,0.0015116
39,280.11,2.23981,0.88351,0.77708,0.76128,0.63782,0.73267,0.31675,0.36323,2.52271,0.14463,0.0014984,0.0014984,0.0014984
40,287.338,2.22109,0.86839,0.7635,0.84952,0.59091,0.67621,0.31099,0.37302,39.9229,0.14162,0.0014852,0.0014852,0.0014852
41,294.439,2.22148,0.86026,0.77737,0.88384,0.64545,0.71959,0.33969,0.35303,62.4215,0.14184,0.001472,0.001472,0.001472
42,301.54,2.24945,0.87182,0.77496,0.87511,0.76442,0.82213,0.37997,0.37716,1.67777,0.14577,0.0014588,0.0014588,0.0014588
43,308.618,2.16992,0.85934,0.77968,0.85356,0.73636,0.79782,0.37016,0.36464,6.97859,0.14139,0.0014456,0.0014456,0.0014456
44,315.748,2.19073,0.86226,0.76546,0.82336,0.72037,0.76152,0.31854,0.36599,8.97353,0.1424,0.0014324,0.0014324,0.0014324
45,322.869,2.17487,0.85241,0.77088,0.87439,0.75945,0.80911,0.38021,0.36168,3.29997,0.13914,0.0014192,0.0014192,0.0014192
46,330.068,2.16881,0.83478,0.77243,0.89569,0.78063,0.8391,0.37067,0.36333,2.98937,0.13949,0.001406,0.001406,0.001406
47,337.184,2.21639,0.83318,0.76618,0.94039,0.7171,0.77868,0.35628,0.37043,39.0551,0.1431,0.0013928,0.0013928,0.0013928
48,344.263,2.1362,0.82066,0.77429,0.87373,0.75484,0.81316,0.37385,0.36571,13.3691,0.13983,0.0013796,0.0013796,0.0013796
49,351.383,2.08004,0.82186,0.76896,0.89445,0.69339,0.73828,0.32773,0.36439,63.4036,0.14365,0.0013664,0.0013664,0.0013664
50,358.489,2.17949,0.82409,0.76537,0.8656,0.78182,0.82747,0.40072,0.3423,31.8327,0.14141,0.0013532,0.0013532,0.0013532
51,365.595,2.13435,0.817,0.7624,0.84943,0.8,0.82171,0.3928,0.34385,16.1788,0.14053,0.00134,0.00134,0.00134
52,372.672,2.10315,0.79891,0.77001,0.91798,0.81404,0.88396,0.41557,0.34678,2.13854,0.13825,0.0013268,0.0013268,0.0013268
53,379.878,2.1269,0.80433,0.76149,0.83568,0.81818,0.87122,0.41394,0.3341,6.11013,0.13894,0.0013136,0.0013136,0.0013136
54,386.967,2.10286,0.7916,0.76311,0.87093,0.79745,0.84487,0.38531,0.35246,0.52982,0.14045,0.0013004,0.0013004,0.0013004
55,394.086,2.15106,0.79597,0.76117,0.90052,0.82291,0.87878,0.42247,0.35055,0.78074,0.13918,0.0012872,0.0012872,0.0012872
56,401.253,2.16389,0.81788,0.77593,0.8744,0.75455,0.79656,0.3472,0.37573,8.68629,0.14105,0.001274,0.001274,0.001274
57,408.342,2.10843,0.7833,0.7633,0.84035,0.81351,0.85214,0.38387,0.34688,0.9186,0.1407,0.0012608,0.0012608,0.0012608
58,415.468,2.10146,0.78828,0.75919,0.84555,0.68182,0.79891,0.37472,0.34396,13.4841,0.14008,0.0012476,0.0012476,0.0012476
59,422.696,2.14299,0.78281,0.75862,0.7894,0.78378,0.83756,0.38255,0.35915,1.74281,0.1404,0.0012344,0.0012344,0.0012344
60,429.829,2.07705,0.76945,0.76178,0.70584,0.69091,0.77525,0.35124,0.35614,5.03628,0.138,0.0012212,0.0012212,0.0012212
61,436.924,2.09988,0.77155,0.76348,0.8736,0.76364,0.83652,0.39745,0.34291,2.477,0.13889,0.001208,0.001208,0.001208
62,444.008,2.03969,0.77818,0.76478,0.83524,0.82727,0.85751,0.40406,0.34542,5.5878,0.13976,0.0011948,0.0011948,0.0011948
63,451.101,2.1089,0.77366,0.76094,0.6804,0.8,0.78372,0.367,0.35347,1.72018,0.14323,0.0011816,0.0011816,0.0011816
64,458.188,2.07592,0.74515,0.75389,0.87979,0.8,0.86396,0.43866,0.3351,0.7038,0.13857,0.0011684,0.0011684,0.0011684
65,465.265,2.08061,0.78013,0.77401,0.91474,0.78032,0.86241,0.41259,0.34013,1.42535,0.14006,0.0011552,0.0011552,0.0011552
66,472.415,2.10677,0.76034,0.75715,0.97604,0.74083,0.88917,0.40769,0.33828,1.91115,0.13822,0.001142,0.001142,0.001142
67,479.543,2.06043,0.7622,0.76771,0.89064,0.8144,0.8757,0.40089,0.34205,3.23998,0.13781,0.0011288,0.0011288,0.0011288
68,486.687,2.07122,0.76222,0.76505,0.81442,0.81818,0.8445,0.42637,0.32868,10.5991,0.13677,0.0011156,0.0011156,0.0011156
69,493.802,2.04917,0.76274,0.76929,0.69426,0.83636,0.7695,0.37913,0.32896,1.63626,0.13678,0.0011024,0.0011024,0.0011024
70,500.929,2.04344,0.76419,0.76261,0.86412,0.80938,0.87117,0.38959,0.33351,3.99932,0.14005,0.0010892,0.0010892,0.0010892
71,508.041,2.05856,0.76222,0.75909,0.80933,0.84898,0.84905,0.4192,0.33013,0.54321,0.14262,0.001076,0.001076,0.001076
72,515.103,2.07077,0.74454,0.77121,0.87462,0.89091,0.92273,0.44838,0.3286,0.21691,0.13783,0.0010628,0.0010628,0.0010628
73,522.343,2.0062,0.71807,0.74401,0.88774,0.8,0.87522,0.40951,0.34915,1.54107,0.14063,0.0010496,0.0010496,0.0010496
74,529.448,2.02695,0.74072,0.7563,0.91764,0.79091,0.89608,0.42376,0.33743,0.41586,0.13972,0.0010364,0.0010364,0.0010364
75,536.528,2.02648,0.73069,0.75748,0.87914,0.85969,0.90872,0.44231,0.32302,1.03685,0.13763,0.0010232,0.0010232,0.0010232
76,543.625,2.02993,0.72514,0.76206,0.86538,0.85455,0.88311,0.41486,0.32202,3.14791,0.13864,0.00101,0.00101,0.00101
77,550.71,1.96847,0.71195,0.76538,0.87482,0.82727,0.87872,0.4123,0.33872,2.0746,0.13823,0.0009968,0.0009968,0.0009968
78,557.838,2.03248,0.73195,0.7475,0.89425,0.84562,0.89011,0.42677,0.32975,0.77947,0.14198,0.0009836,0.0009836,0.0009836
79,564.939,2.0343,0.73513,0.7633,0.92783,0.82727,0.90633,0.42271,0.33409,0.68548,0.13831,0.0009704,0.0009704,0.0009704
80,572.133,1.99402,0.71668,0.75724,0.93276,0.83636,0.88643,0.42075,0.33547,0.44418,0.13883,0.0009572,0.0009572,0.0009572
81,579.224,1.99271,0.70881,0.76386,0.86577,0.87953,0.89809,0.4291,0.33713,0.63241,0.13885,0.000944,0.000944,0.000944
82,586.305,1.98229,0.70405,0.75979,0.87278,0.83636,0.89859,0.43588,0.33021,1.91451,0.13832,0.0009308,0.0009308,0.0009308
83,593.414,1.98066,0.71649,0.76565,0.86965,0.78182,0.84094,0.42368,0.33749,2.91589,0.13972,0.0009176,0.0009176,0.0009176
84,600.529,1.97481,0.70947,0.75602,0.89945,0.85455,0.90642,0.42208,0.34442,0.73705,0.1392,0.0009044,0.0009044,0.0009044
85,607.674,2.00015,0.72082,0.76241,0.98892,0.81818,0.90984,0.44714,0.33856,0.41215,0.14019,0.0008912,0.0008912,0.0008912
86,614.755,1.98676,0.71446,0.76159,0.91205,0.84845,0.88922,0.43032,0.33126,3.38225,0.13923,0.000878,0.000878,0.000878
87,621.93,2.0206,0.716,0.75637,0.87721,0.83636,0.86938,0.43928,0.34102,1.84714,0.13792,0.0008648,0.0008648,0.0008648
88,629.042,2.01968,0.7145,0.75049,0.83941,0.84545,0.8743,0.42129,0.32942,2.25811,0.13795,0.0008516,0.0008516,0.0008516
89,636.14,1.97929,0.70265,0.75638,0.88632,0.85053,0.90706,0.43538,0.33288,0.54717,0.13859,0.0008384,0.0008384,0.0008384
90,643.243,1.98712,0.68272,0.75326,0.91329,0.86176,0.91243,0.44845,0.32511,0.50479,0.13901,0.0008252,0.0008252,0.0008252
91,650.348,1.95525,0.68716,0.74789,0.8401,0.85974,0.89504,0.4478,0.32057,0.89547,0.1365,0.000812,0.000812,0.000812
92,657.451,1.9267,0.68222,0.76069,0.834,0.82215,0.86039,0.43166,0.31764,3.04317,0.13712,0.0007988,0.0007988,0.0007988
93,664.741,1.95414,0.69942,0.74558,0.91871,0.82199,0.89083,0.44767,0.32743,0.8092,0.13832,0.0007856,0.0007856,0.0007856
94,671.872,1.9122,0.67359,0.75047,0.93762,0.8,0.88458,0.43987,0.33637,0.68114,0.13754,0.0007724,0.0007724,0.0007724
95,678.956,1.95877,0.68826,0.75644,0.91177,0.83636,0.91211,0.44666,0.33399,0.4573,0.13686,0.0007592,0.0007592,0.0007592
96,686.062,1.92083,0.6804,0.74629,0.88353,0.84545,0.88142,0.44224,0.32736,0.81918,0.13824,0.000746,0.000746,0.000746
97,693.151,1.99578,0.6818,0.74275,0.96822,0.82727,0.91295,0.45327,0.32094,0.98578,0.14012,0.0007328,0.0007328,0.0007328
98,700.254,1.92109,0.66605,0.7496,0.98402,0.82727,0.92475,0.45309,0.32389,0.25344,0.13894,0.0007196,0.0007196,0.0007196
99,707.342,1.96501,0.68996,0.74925,0.89549,0.85687,0.90676,0.46325,0.32706,0.65795,0.1395,0.0007064,0.0007064,0.0007064
100,714.576,1.93729,0.69181,0.75067,0.90267,0.82727,0.90924,0.44654,0.32883,0.43702,0.13867,0.0006932,0.0006932,0.0006932
101,721.663,1.91182,0.66657,0.74271,0.88686,0.83636,0.89026,0.46554,0.32091,0.18847,0.13796,0.00068,0.00068,0.00068
102,728.763,1.90996,0.66752,0.75458,0.96031,0.88182,0.93442,0.47375,0.31846,0.14892,0.13658,0.0006668,0.0006668,0.0006668
103,735.881,1.92822,0.67267,0.75587,0.9321,0.87353,0.89974,0.4465,0.32607,0.23124,0.13771,0.0006536,0.0006536,0.0006536
104,743.015,1.94925,0.67099,0.75694,0.89453,0.88182,0.90591,0.44419,0.32894,0.43781,0.13804,0.0006404,0.0006404,0.0006404
105,750.11,1.95999,0.67553,0.75169,0.89312,0.84545,0.91803,0.43092,0.32833,0.87575,0.13828,0.0006272,0.0006272,0.0006272
106,757.239,1.92618,0.65683,0.7497,0.93532,0.85455,0.91953,0.45128,0.31618,1.19013,0.13839,0.000614,0.000614,0.000614
107,764.446,1.91368,0.65987,0.75254,0.9299,0.84414,0.90795,0.45098,0.31707,0.25495,0.13715,0.0006008,0.0006008,0.0006008
108,771.559,1.90087,0.64905,0.74741,0.92707,0.88182,0.91296,0.45249,0.32215,0.25324,0.13797,0.0005876,0.0005876,0.0005876
109,778.636,1.90979,0.64492,0.74809,0.90594,0.87561,0.91852,0.45496,0.32004,0.14854,0.13601,0.0005744,0.0005744,0.0005744
110,785.726,1.91967,0.65821,0.74712,0.91418,0.87153,0.92562,0.44738,0.31641,0.96325,0.13724,0.0005612,0.0005612,0.0005612
111,792.795,1.90705,0.66293,0.74792,0.94606,0.83636,0.92204,0.45141,0.31065,0.59091,0.13681,0.000548,0.000548,0.000548
112,799.892,1.88122,0.64818,0.75113,0.88972,0.8801,0.92307,0.45332,0.31071,0.9779,0.13662,0.0005348,0.0005348,0.0005348
113,807.107,1.91419,0.64092,0.74803,0.90448,0.89091,0.92449,0.44769,0.32039,0.67101,0.13758,0.0005216,0.0005216,0.0005216
114,814.219,1.86816,0.64555,0.7387,0.88364,0.89749,0.91329,0.46247,0.32101,0.68891,0.13806,0.0005084,0.0005084,0.0005084
115,821.314,1.88298,0.65742,0.74809,0.94555,0.81818,0.90898,0.45974,0.31677,0.41087,0.13723,0.0004952,0.0004952,0.0004952
116,828.397,1.87962,0.65191,0.74309,0.92125,0.83636,0.90056,0.46476,0.31855,0.36871,0.13802,0.000482,0.000482,0.000482
117,835.478,1.89352,0.63044,0.74024,0.94408,0.84545,0.90484,0.45815,0.31347,1.00286,0.13761,0.0004688,0.0004688,0.0004688
118,842.591,1.88719,0.6437,0.73747,0.95622,0.83636,0.92486,0.46535,0.31349,0.66985,0.13712,0.0004556,0.0004556,0.0004556
119,849.686,1.83758,0.62872,0.74769,0.93733,0.81586,0.90166,0.46125,0.31496,2.00004,0.13773,0.0004424,0.0004424,0.0004424
120,856.881,1.85797,0.6525,0.7513,0.93774,0.82727,0.90184,0.47091,0.31451,0.62464,0.13684,0.0004292,0.0004292,0.0004292
121,863.987,1.85647,0.64155,0.74474,0.94834,0.8345,0.90992,0.46853,0.31263,0.28589,0.13552,0.000416,0.000416,0.000416
122,871.087,1.84095,0.62893,0.75028,0.97255,0.84545,0.90939,0.46695,0.31007,0.20844,0.13589,0.0004028,0.0004028,0.0004028
123,878.209,1.85756,0.62942,0.75932,0.9299,0.85455,0.91566,0.47557,0.31106,0.24429,0.13654,0.0003896,0.0003896,0.0003896
124,885.298,1.83395,0.62543,0.74387,0.92713,0.85455,0.91877,0.47651,0.32171,0.218,0.1378,0.0003764,0.0003764,0.0003764
125,892.405,1.81424,0.6245,0.75456,0.93781,0.87273,0.91782,0.48391,0.31358,0.21513,0.13664,0.0003632,0.0003632,0.0003632
126,899.53,1.85861,0.63927,0.75198,0.94049,0.862,0.92074,0.48558,0.3104,0.32501,0.13657,0.00035,0.00035,0.00035
127,906.742,1.84668,0.62885,0.74265,0.9591,0.85267,0.92005,0.4861,0.31292,0.24902,0.13619,0.0003368,0.0003368,0.0003368
128,913.836,1.85164,0.62144,0.74695,0.92383,0.88209,0.92289,0.49073,0.31568,0.13383,0.13626,0.0003236,0.0003236,0.0003236
129,920.96,1.84356,0.6271,0.75132,0.95669,0.86364,0.92613,0.48468,0.31097,0.24576,0.13649,0.0003104,0.0003104,0.0003104
130,928.066,1.8201,0.61204,0.7496,0.90887,0.89091,0.91778,0.48947,0.31335,0.18262,0.13655,0.0002972,0.0002972,0.0002972
131,935.163,1.80415,0.61057,0.74321,0.94994,0.86256,0.92503,0.48313,0.31174,0.19239,0.13601,0.000284,0.000284,0.000284
132,942.196,1.80664,0.60686,0.73674,0.9283,0.88182,0.91984,0.47567,0.30587,0.17279,0.13654,0.0002708,0.0002708,0.0002708
133,949.28,1.82806,0.62252,0.74677,0.90672,0.88371,0.91536,0.47385,0.30394,0.32205,0.13531,0.0002576,0.0002576,0.0002576
134,956.481,1.77471,0.61307,0.75003,0.91493,0.87998,0.91521,0.47863,0.30657,0.49152,0.13552,0.0002444,0.0002444,0.0002444
135,963.582,1.83024,0.60575,0.7368,0.91576,0.88941,0.92483,0.47954,0.3155,0.23362,0.13636,0.0002312,0.0002312,0.0002312
136,970.654,1.83838,0.61122,0.74716,0.91581,0.89002,0.92915,0.47421,0.31432,0.17774,0.13654,0.000218,0.000218,0.000218
137,977.732,1.74577,0.59587,0.74004,0.93061,0.86364,0.93036,0.4828,0.31691,0.16337,0.13698,0.0002048,0.0002048,0.0002048
138,984.825,1.78599,0.60324,0.75064,0.92299,0.86364,0.92577,0.48155,0.31595,0.15001,0.13672,0.0001916,0.0001916,0.0001916
139,991.898,1.80698,0.61014,0.74244,0.91886,0.88182,0.9211,0.46463,0.31603,0.14567,0.13708,0.0001784,0.0001784,0.0001784
140,999.076,1.79193,0.6035,0.75174,0.93098,0.85839,0.91759,0.47542,0.31126,0.1741,0.13719,0.0001652,0.0001652,0.0001652
141,1006.52,1.62741,0.59216,0.75721,0.93475,0.88182,0.92109,0.47262,0.31211,0.2714,0.13671,0.000152,0.000152,0.000152
142,1013.52,1.58333,0.57178,0.76367,0.93474,0.87273,0.92234,0.4804,0.30941,0.27765,0.13664,0.0001388,0.0001388,0.0001388
143,1020.5,1.614,0.5718,0.75997,0.93133,0.86305,0.91103,0.47552,0.30803,0.33025,0.13679,0.0001256,0.0001256,0.0001256
144,1027.48,1.60603,0.55997,0.76412,0.93504,0.86364,0.90412,0.47492,0.30861,0.29907,0.13705,0.0001124,0.0001124,0.0001124
145,1034.48,1.60958,0.56631,0.76348,0.94076,0.85455,0.9042,0.48458,0.30895,0.23841,0.13688,9.92e-05,9.92e-05,9.92e-05
146,1041.49,1.59692,0.57,0.75703,0.93646,0.87273,0.90451,0.48289,0.30691,0.24561,0.13663,8.6e-05,8.6e-05,8.6e-05
147,1048.6,1.60688,0.55533,0.7664,0.95079,0.87834,0.91562,0.46905,0.31511,0.26894,0.13687,7.28e-05,7.28e-05,7.28e-05
148,1055.59,1.59929,0.55482,0.75917,0.93217,0.88182,0.9103,0.47085,0.31634,0.27016,0.13676,5.96e-05,5.96e-05,5.96e-05
149,1062.59,1.60828,0.55982,0.76143,0.93785,0.87273,0.90161,0.47016,0.31186,0.2983,0.13653,4.64e-05,4.64e-05,4.64e-05
150,1069.6,1.57067,0.54828,0.76395,0.93442,0.88182,0.91448,0.47049,0.31148,0.30688,0.13648,3.32e-05,3.32e-05,3.32e-05
