epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,869.055,1.72828,0.7098,0.80674,0.67613,0.89091,0.70253,0.36882,0.30005,2.95368,0.15053,0.0010298,0.0010298,0.0010298
51,886.442,1.7329,0.69514,0.80825,0.59429,0.86557,0.64725,0.32613,0.31595,3.45208,0.14747,0.00101,0.00101,0.00101
52,903.816,1.6967,0.6862,0.80333,0.62828,0.87273,0.67168,0.35926,0.315,3.54136,0.14689,0.0009902,0.0009902,0.0009902
53,921.086,1.68816,0.69263,0.79687,0.77698,0.88182,0.88418,0.49682,0.28381,1.6863,0.14723,0.0009704,0.0009704,0.0009704
54,938.366,1.66102,0.68333,0.8041,0.93994,0.87273,0.92219,0.50255,0.29166,0.54544,0.14703,0.0009506,0.0009506,0.0009506
55,955.641,1.71206,0.68442,0.80085,0.7182,0.89091,0.81575,0.44975,0.30144,1.51947,0.14569,0.0009308,0.0009308,0.0009308
56,972.864,1.6959,0.68332,0.81374,0.86718,0.88182,0.90397,0.48613,0.2995,0.84126,0.14701,0.000911,0.000911,0.000911
57,990.088,1.69455,0.68359,0.79921,0.86598,0.89091,0.90157,0.47678,0.30553,0.37696,0.14642,0.0008912,0.0008912,0.0008912
58,1007.32,1.65874,0.66251,0.80157,0.8565,0.92246,0.91968,0.50767,0.29216,0.78511,0.14653,0.0008714,0.0008714,0.0008714
59,1024.58,1.68143,0.65851,0.79593,0.86994,0.88182,0.9217,0.51191,0.29899,0.31754,0.14553,0.0008516,0.0008516,0.0008516
60,1041.84,1.65009,0.66052,0.79509,0.87007,0.9,0.89512,0.51141,0.28278,1.12201,0.1441,0.0008318,0.0008318,0.0008318
61,1059.1,1.6804,0.65626,0.79341,0.82068,0.91534,0.86511,0.46002,0.30509,1.43291,0.14772,0.000812,0.000812,0.000812
62,1076.35,1.60755,0.65697,0.8001,0.7972,0.90909,0.87744,0.50319,0.2863,1.29847,0.14636,0.0007922,0.0007922,0.0007922
63,1093.65,1.62046,0.65354,0.79846,0.60361,0.84545,0.64924,0.33768,0.30518,4.3607,0.14563,0.0007724,0.0007724,0.0007724
64,1110.97,1.62643,0.63358,0.79336,0.64594,0.88182,0.67204,0.3605,0.30206,4.33832,0.14814,0.0007526,0.0007526,0.0007526
65,1128.21,1.63465,0.6538,0.80628,0.904,0.94173,0.94317,0.52949,0.2802,0.71058,0.14596,0.0007328,0.0007328,0.0007328
66,1145.48,1.64655,0.64598,0.78454,0.72363,0.87273,0.81436,0.44552,0.29341,1.8076,0.14575,0.000713,0.000713,0.000713
67,1162.76,1.61286,0.63638,0.79666,0.67228,0.89516,0.70059,0.38304,0.29553,2.7889,0.14643,0.0006932,0.0006932,0.0006932
68,1180.02,1.61739,0.64076,0.8004,0.69913,0.90909,0.78893,0.44429,0.27749,2.07706,0.14354,0.0006734,0.0006734,0.0006734
69,1197.26,1.61115,0.62846,0.80324,0.90306,0.86364,0.91635,0.50349,0.29098,0.62702,0.14324,0.0006536,0.0006536,0.0006536
70,1214.52,1.60513,0.6253,0.80095,0.73857,0.87273,0.85646,0.51156,0.28266,1.60222,0.14491,0.0006338,0.0006338,0.0006338
71,1231.85,1.6156,0.61587,0.79711,0.7079,0.90332,0.81467,0.46186,0.29826,2.19437,0.14642,0.000614,0.000614,0.000614
72,1249.2,1.59664,0.6254,0.80055,0.73834,0.90909,0.86456,0.50013,0.28045,1.68789,0.14449,0.0005942,0.0005942,0.0005942
73,1266.45,1.58919,0.61501,0.78438,0.82753,0.9,0.90779,0.52556,0.28728,0.96916,0.14491,0.0005744,0.0005744,0.0005744
74,1283.71,1.57714,0.60625,0.79661,0.73809,0.9,0.8196,0.47436,0.28346,1.96409,0.14492,0.0005546,0.0005546,0.0005546
75,1301,1.54643,0.58907,0.79591,0.73461,0.91818,0.83185,0.48639,0.27885,1.90926,0.1443,0.0005348,0.0005348,0.0005348
76,1318.27,1.58601,0.60487,0.79731,0.77218,0.89359,0.85648,0.50449,0.27901,1.43471,0.1449,0.000515,0.000515,0.000515
77,1335.53,1.51596,0.59347,0.79856,0.79451,0.91818,0.88181,0.52881,0.27156,1.34748,0.14461,0.0004952,0.0004952,0.0004952
78,1352.8,1.56817,0.59471,0.78526,0.69591,0.90909,0.76137,0.45453,0.27921,2.57782,0.14712,0.0004754,0.0004754,0.0004754
79,1370.05,1.55794,0.60008,0.7941,0.72225,0.91818,0.86247,0.49528,0.27698,2.03445,0.14549,0.0004556,0.0004556,0.0004556
80,1387.34,1.52445,0.58519,0.78918,0.74343,0.9,0.82173,0.47772,0.28087,1.97125,0.14483,0.0004358,0.0004358,0.0004358
81,1404.62,1.5224,0.57606,0.80277,0.79195,0.90909,0.88251,0.50675,0.28495,1.31842,0.14448,0.000416,0.000416,0.000416
82,1421.92,1.51076,0.58485,0.80002,0.7837,0.88933,0.87657,0.50234,0.27867,1.67585,0.14472,0.0003962,0.0003962,0.0003962
83,1439.22,1.51371,0.58531,0.80438,0.87244,0.91818,0.92086,0.53495,0.27858,0.84244,0.1446,0.0003764,0.0003764,0.0003764
84,1456.51,1.52007,0.57721,0.79024,0.94748,0.92727,0.94756,0.534,0.28997,0.32706,0.14469,0.0003566,0.0003566,0.0003566
85,1473.76,1.51126,0.59008,0.78786,0.85606,0.92727,0.94036,0.56397,0.2739,0.68343,0.14459,0.0003368,0.0003368,0.0003368
86,1491.04,1.50583,0.57058,0.78611,0.84672,0.89091,0.92564,0.51616,0.28787,1.13549,0.14494,0.000317,0.000317,0.000317
87,1508.35,1.52888,0.57076,0.7893,0.93133,0.88182,0.94247,0.55125,0.27542,0.56322,0.14359,0.0002972,0.0002972,0.0002972
88,1525.64,1.53755,0.57116,0.78847,0.90912,0.90943,0.94786,0.56492,0.26996,0.62681,0.1439,0.0002774,0.0002774,0.0002774
89,1542.93,1.49054,0.55892,0.78398,0.95161,0.89398,0.95061,0.54783,0.27586,0.34617,0.14412,0.0002576,0.0002576,0.0002576
90,1560.24,1.48497,0.55157,0.78953,0.94359,0.91239,0.95155,0.5476,0.27332,0.36033,0.144,0.0002378,0.0002378,0.0002378
91,1578.17,1.3792,0.55016,0.80673,0.92289,0.94545,0.95591,0.55147,0.27387,0.43987,0.14388,0.000218,0.000218,0.000218
92,1595.58,1.366,0.53266,0.80174,0.95998,0.89091,0.9507,0.55832,0.27411,0.40221,0.1439,0.0001982,0.0001982,0.0001982
93,1612.97,1.35476,0.52308,0.80598,0.92474,0.8937,0.94328,0.54188,0.27986,0.50877,0.14419,0.0001784,0.0001784,0.0001784
94,1630.39,1.34389,0.52378,0.79851,0.86415,0.92525,0.92775,0.54136,0.27441,0.86051,0.14279,0.0001586,0.0001586,0.0001586
95,1647.8,1.35935,0.52509,0.81158,0.97206,0.89091,0.95633,0.56288,0.27379,0.20152,0.14268,0.0001388,0.0001388,0.0001388
96,1665.44,1.30791,0.50472,0.80244,0.89791,0.86364,0.93337,0.5424,0.28454,0.9525,0.14456,0.000119,0.000119,0.000119
97,1682.92,1.33606,0.51474,0.80465,0.95853,0.89091,0.95265,0.54631,0.28145,0.41984,0.14398,9.92e-05,9.92e-05,9.92e-05
98,1700.38,1.29869,0.50347,0.79768,0.96257,0.89091,0.94711,0.55534,0.27251,0.44257,0.14426,7.94e-05,7.94e-05,7.94e-05
99,1717.84,1.31668,0.51384,0.80035,0.93563,0.92727,0.9545,0.54844,0.27604,0.30387,0.14429,5.96e-05,5.96e-05,5.96e-05
100,1735.32,1.34826,0.51235,0.80098,0.92737,0.92856,0.95486,0.55052,0.27526,0.30303,0.14415,3.98e-05,3.98e-05,3.98e-05
