epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,699.179,1.82496,0.83688,0.86961,0.90744,0.86364,0.91691,0.42875,0.24784,0.83447,0.13351,0.0012674,0.0012674,0.0012674
39,717.475,1.80472,0.8277,0.85394,0.91162,0.82727,0.89145,0.45688,0.24358,3.24671,0.13553,0.0012476,0.0012476,0.0012476
40,736.103,1.76455,0.81322,0.86054,0.92319,0.87273,0.95115,0.47789,0.24158,2.68225,0.13554,0.0012278,0.0012278,0.0012278
41,753.755,1.75562,0.79777,0.85141,0.81078,0.80909,0.86551,0.42621,0.25084,7.81378,0.13886,0.001208,0.001208,0.001208
42,770.563,1.75704,0.79802,0.85471,0.82154,0.83701,0.8676,0.4333,0.25551,1.00313,0.14038,0.0011882,0.0011882,0.0011882
43,788.971,1.75825,0.79544,0.84653,0.90906,0.90876,0.93977,0.47721,0.2399,1.07351,0.13933,0.0011684,0.0011684,0.0011684
44,807.66,1.77265,0.78382,0.84612,0.77061,0.6108,0.65125,0.35688,0.23789,147.742,0.13785,0.0011486,0.0011486,0.0011486
45,826.256,1.74263,0.78121,0.83855,0.91349,0.71818,0.81769,0.4163,0.23943,24.4919,0.13446,0.0011288,0.0011288,0.0011288
46,844.821,1.71285,0.76551,0.86142,0.92538,0.77273,0.87643,0.46501,0.23199,9.00914,0.13382,0.001109,0.001109,0.001109
47,863.553,1.74803,0.76613,0.85083,0.94042,0.69091,0.82342,0.44176,0.22771,25.131,0.13511,0.0010892,0.0010892,0.0010892
48,882.415,1.73583,0.7692,0.84746,0.92412,0.69091,0.81618,0.41509,0.24469,28.4534,0.13905,0.0010694,0.0010694,0.0010694
49,901.373,1.71018,0.75316,0.8418,0.93939,0.77273,0.84159,0.45756,0.23547,9.96855,0.13381,0.0010496,0.0010496,0.0010496
50,918.717,1.70228,0.77168,0.84244,0.90979,0.72727,0.82969,0.44114,0.23532,18.0927,0.13475,0.0010298,0.0010298,0.0010298
51,935.609,1.71929,0.76882,0.83769,0.94987,0.68902,0.79932,0.43092,0.22954,58.5423,0.1338,0.00101,0.00101,0.00101
52,954.218,1.68786,0.74497,0.84852,0.97576,0.73198,0.85123,0.47546,0.23497,14.6374,0.13685,0.0009902,0.0009902,0.0009902
53,972.887,1.68502,0.74216,0.83543,0.89125,0.83636,0.8964,0.49665,0.22707,8.34593,0.13357,0.0009704,0.0009704,0.0009704
54,991.67,1.67173,0.73767,0.85002,0.82224,0.80909,0.85673,0.465,0.22837,8.54579,0.13406,0.0009506,0.0009506,0.0009506
55,1010.42,1.69198,0.74588,0.84856,0.93049,0.79091,0.89401,0.50289,0.22771,8.74481,0.1334,0.0009308,0.0009308,0.0009308
56,1028.9,1.66331,0.73864,0.84325,0.9448,0.77801,0.84424,0.46845,0.22903,38.9408,0.13475,0.000911,0.000911,0.000911
57,1047.57,1.66479,0.7257,0.8471,0.82281,0.80211,0.85182,0.44833,0.23318,16.3254,0.13562,0.0008912,0.0008912,0.0008912
58,1066.07,1.65257,0.74252,0.83252,0.9249,0.78369,0.9091,0.48955,0.22538,9.13376,0.13188,0.0008714,0.0008714,0.0008714
59,1082.79,1.67472,0.72935,0.83173,0.91945,0.83014,0.92935,0.48963,0.23538,4.47407,0.13614,0.0008516,0.0008516,0.0008516
60,1100.23,1.65979,0.72953,0.83911,0.89935,0.8936,0.95262,0.50939,0.2225,2.08828,0.13415,0.0008318,0.0008318,0.0008318
61,1118.91,1.64579,0.70913,0.83849,0.96397,0.80909,0.92371,0.50075,0.22619,13.3996,0.1359,0.000812,0.000812,0.000812
62,1137.74,1.64638,0.70873,0.83406,0.84756,0.89091,0.93828,0.52586,0.22204,2.38488,0.13407,0.0007922,0.0007922,0.0007922
63,1156.44,1.65688,0.71182,0.8385,0.88575,0.91818,0.91566,0.4956,0.22574,4.70129,0.1355,0.0007724,0.0007724,0.0007724
64,1175.17,1.62434,0.68822,0.84022,0.91977,0.83381,0.91293,0.49306,0.22864,9.71479,0.13494,0.0007526,0.0007526,0.0007526
65,1193.8,1.63376,0.70807,0.84166,0.95324,0.93636,0.95457,0.50094,0.22854,0.76849,0.13369,0.0007328,0.0007328,0.0007328
66,1212.39,1.63518,0.67677,0.8363,0.90739,0.80164,0.91672,0.47927,0.23025,10.9689,0.13228,0.000713,0.000713,0.000713
67,1230.55,1.62242,0.68363,0.8366,0.90487,0.88182,0.91957,0.51616,0.22914,4.99343,0.13438,0.0006932,0.0006932,0.0006932
68,1247.21,1.60245,0.69315,0.83783,0.90586,0.87475,0.95916,0.51775,0.22831,14.0305,0.13536,0.0006734,0.0006734,0.0006734
69,1265.09,1.59871,0.68542,0.83508,0.92611,0.83636,0.91443,0.50453,0.23408,4.70737,0.13697,0.0006536,0.0006536,0.0006536
70,1283.82,1.59473,0.67108,0.8363,0.96909,0.85518,0.92366,0.49162,0.22685,11.9892,0.13369,0.0006338,0.0006338,0.0006338
71,1302.39,1.59197,0.66521,0.82025,0.96481,0.90909,0.96896,0.50828,0.23025,3.2183,0.13447,0.000614,0.000614,0.000614
72,1320.8,1.60125,0.68013,0.8274,0.93838,0.83636,0.94652,0.51293,0.22833,16.6341,0.13374,0.0005942,0.0005942,0.0005942
73,1339.49,1.60873,0.66466,0.83356,0.87239,0.80795,0.8923,0.48598,0.21927,10.9234,0.13367,0.0005744,0.0005744,0.0005744
74,1358.04,1.58637,0.65819,0.82567,0.87018,0.88182,0.93255,0.51476,0.22692,2.11866,0.13357,0.0005546,0.0005546,0.0005546
75,1377.07,1.59702,0.67079,0.8337,0.93344,0.90909,0.95631,0.52211,0.2245,6.03442,0.13512,0.0005348,0.0005348,0.0005348
76,1394.73,1.58051,0.66375,0.82337,0.92404,0.84545,0.938,0.52161,0.22442,18.9002,0.13532,0.000515,0.000515,0.000515
77,1411.51,1.55989,0.64246,0.82419,0.90332,0.93439,0.94196,0.51295,0.22784,22.1308,0.13602,0.0004952,0.0004952,0.0004952
78,1429.58,1.55131,0.64493,0.82814,0.94806,0.92727,0.95087,0.51561,0.2274,6.7943,0.13372,0.0004754,0.0004754,0.0004754
79,1448.12,1.54526,0.65003,0.82843,0.89108,0.87273,0.91121,0.48755,0.2336,35.8967,0.13506,0.0004556,0.0004556,0.0004556
80,1466.69,1.53412,0.63519,0.82157,0.95478,0.95975,0.98446,0.51981,0.22158,5.2209,0.13357,0.0004358,0.0004358,0.0004358
81,1485.44,1.52992,0.62918,0.81582,0.91124,0.93636,0.96372,0.53638,0.22382,7.9178,0.13443,0.000416,0.000416,0.000416
82,1504.03,1.55046,0.63466,0.8153,0.91913,0.91818,0.96522,0.53265,0.22273,1.49734,0.13563,0.0003962,0.0003962,0.0003962
83,1522.88,1.51023,0.62318,0.8159,0.89742,0.95443,0.95843,0.5352,0.22474,2.96534,0.1356,0.0003764,0.0003764,0.0003764
84,1541.77,1.55241,0.63781,0.82075,0.93426,0.90443,0.96223,0.51877,0.22643,3.73144,0.13573,0.0003566,0.0003566,0.0003566
85,1559.62,1.56005,0.62781,0.8231,0.93717,0.91818,0.97379,0.53657,0.22703,2.04038,0.13425,0.0003368,0.0003368,0.0003368
86,1576.68,1.5244,0.61492,0.82707,0.8831,0.89277,0.93782,0.50607,0.23,10.1354,0.13529,0.000317,0.000317,0.000317
87,1594.86,1.49691,0.61076,0.82289,0.94733,0.87273,0.94254,0.50435,0.22635,11.7278,0.13448,0.0002972,0.0002972,0.0002972
88,1613.25,1.49356,0.60346,0.82277,0.93341,0.892,0.96188,0.52544,0.2213,6.85278,0.13447,0.0002774,0.0002774,0.0002774
89,1631.9,1.4878,0.60377,0.82894,0.85926,0.94545,0.96397,0.52776,0.22175,1.84588,0.13408,0.0002576,0.0002576,0.0002576
90,1650.57,1.49596,0.60958,0.81614,0.87466,0.95164,0.96931,0.53772,0.2212,3.68603,0.13238,0.0002378,0.0002378,0.0002378
91,1669.44,1.43942,0.60422,0.8386,0.91798,0.91579,0.9675,0.53583,0.21715,5.9771,0.13286,0.000218,0.000218,0.000218
92,1688.01,1.40266,0.57641,0.83051,0.91253,0.85357,0.92833,0.51563,0.22355,13.5099,0.13329,0.0001982,0.0001982,0.0001982
93,1706.64,1.37437,0.56958,0.83543,0.91543,0.88569,0.95935,0.52505,0.22266,15.3108,0.13289,0.0001784,0.0001784,0.0001784
94,1723.59,1.40023,0.57675,0.83905,0.9232,0.85455,0.93528,0.51483,0.22183,26.6447,0.13309,0.0001586,0.0001586,0.0001586
95,1740.02,1.39764,0.57457,0.83425,0.94765,0.82283,0.93117,0.52614,0.21695,28.6363,0.13215,0.0001388,0.0001388,0.0001388
96,1758.21,1.35798,0.56929,0.82855,0.96874,0.84527,0.95216,0.52534,0.22212,21.023,0.13254,0.000119,0.000119,0.000119
97,1776.36,1.37466,0.57631,0.83444,0.93704,0.86364,0.9509,0.53833,0.21915,25.6626,0.13244,9.92e-05,9.92e-05,9.92e-05
98,1794.71,1.38027,0.56771,0.83829,0.92166,0.85566,0.94315,0.52135,0.22002,22.1792,0.1326,7.94e-05,7.94e-05,7.94e-05
99,1812.97,1.36702,0.55449,0.83203,0.94029,0.85891,0.94377,0.52494,0.22063,22.6654,0.13268,5.96e-05,5.96e-05,5.96e-05
100,1831.14,1.37287,0.56047,0.84172,0.95987,0.8697,0.95839,0.53523,0.21803,20.3344,0.13214,3.98e-05,3.98e-05,3.98e-05
