epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,421.239,2.19081,0.86083,0.76438,0.86192,0.79091,0.80692,0.36394,0.37119,0.31945,0.14147,0.00134,0.00134,0.00134
52,429.376,2.17523,0.84443,0.7733,0.87896,0.81818,0.85452,0.35086,0.36252,0.67837,0.13995,0.0013268,0.0013268,0.0013268
53,437.576,2.18126,0.84353,0.76616,0.80288,0.81818,0.82421,0.37394,0.38478,0.62039,0.14293,0.0013136,0.0013136,0.0013136
54,445.66,2.14802,0.83887,0.76905,0.68094,0.83636,0.67822,0.30313,0.36261,1.708,0.14239,0.0013004,0.0013004,0.0013004
55,453.762,2.18336,0.83286,0.76416,0.8598,0.78053,0.83858,0.38506,0.35885,0.22649,0.13872,0.0012872,0.0012872,0.0012872
56,461.877,2.16949,0.84469,0.77476,0.87406,0.75713,0.84141,0.37209,0.36446,0.75261,0.14247,0.001274,0.001274,0.001274
57,470.097,2.17528,0.83471,0.76432,0.8848,0.71818,0.81643,0.38354,0.36197,0.6204,0.14254,0.0012608,0.0012608,0.0012608
58,478.202,2.14391,0.82032,0.76273,0.90171,0.80909,0.86351,0.40927,0.35296,0.53754,0.14159,0.0012476,0.0012476,0.0012476
59,486.353,2.18563,0.81699,0.76042,0.69152,0.80909,0.6896,0.31156,0.3628,2.07538,0.14258,0.0012344,0.0012344,0.0012344
60,494.469,2.1225,0.81024,0.76422,0.66436,0.80975,0.71565,0.33808,0.3523,2.08779,0.13997,0.0012212,0.0012212,0.0012212
61,502.702,2.12353,0.81033,0.76722,0.86804,0.74545,0.83997,0.37528,0.35371,0.8625,0.13808,0.001208,0.001208,0.001208
62,510.775,2.09522,0.80995,0.77387,0.91892,0.8,0.86981,0.41463,0.36767,0.24126,0.14545,0.0011948,0.0011948,0.0011948
63,518.933,2.13234,0.81253,0.76447,0.76576,0.74299,0.76272,0.30819,0.36818,1.45113,0.14262,0.0011816,0.0011816,0.0011816
64,527.135,2.12827,0.7914,0.75896,0.71345,0.83749,0.69843,0.33169,0.34757,1.88458,0.13865,0.0011684,0.0011684,0.0011684
65,535.237,2.13491,0.81057,0.77462,0.86929,0.77273,0.84509,0.39034,0.34778,0.75661,0.14113,0.0011552,0.0011552,0.0011552
66,543.346,2.15422,0.79978,0.76172,0.84424,0.73911,0.81936,0.38968,0.35789,1.14181,0.14333,0.001142,0.001142,0.001142
67,551.491,2.11297,0.79656,0.77023,0.73999,0.74545,0.77733,0.35787,0.35509,2.2671,0.14518,0.0011288,0.0011288,0.0011288
68,559.94,2.1157,0.80885,0.76922,0.91906,0.82577,0.89129,0.41526,0.35082,0.31788,0.14087,0.0011156,0.0011156,0.0011156
69,568.277,2.10863,0.8053,0.7708,0.81385,0.77273,0.84457,0.4022,0.35031,0.52529,0.14168,0.0011024,0.0011024,0.0011024
70,576.623,2.08947,0.79491,0.76726,0.93115,0.8,0.87132,0.40838,0.34683,0.54717,0.13905,0.0010892,0.0010892,0.0010892
71,584.757,2.09418,0.79757,0.76181,0.89311,0.80909,0.87855,0.40019,0.34332,0.59049,0.14196,0.001076,0.001076,0.001076
72,592.991,2.11459,0.79602,0.77084,0.71312,0.83614,0.77519,0.37886,0.33897,1.26861,0.14161,0.0010628,0.0010628,0.0010628
73,601.106,2.06067,0.76097,0.74691,0.74299,0.79091,0.73572,0.34252,0.35095,1.95149,0.14158,0.0010496,0.0010496,0.0010496
74,609.23,2.06544,0.77472,0.76094,0.94704,0.81818,0.869,0.40983,0.34555,0.49502,0.13968,0.0010364,0.0010364,0.0010364
75,617.333,2.07472,0.7839,0.76109,0.86577,0.79091,0.84415,0.41065,0.33382,0.7763,0.13771,0.0010232,0.0010232,0.0010232
76,625.538,2.08465,0.78103,0.76947,0.79805,0.79034,0.83526,0.3707,0.34249,1.57482,0.13825,0.00101,0.00101,0.00101
77,633.857,2.008,0.758,0.76946,0.9176,0.80989,0.86196,0.41401,0.34047,0.73331,0.1403,0.0009968,0.0009968,0.0009968
78,642.099,2.07841,0.77573,0.74895,0.87468,0.82491,0.86516,0.41014,0.3419,0.62769,0.13898,0.0009836,0.0009836,0.0009836
79,650.336,2.08083,0.77667,0.76402,0.93108,0.82727,0.88085,0.40963,0.3607,0.21561,0.13945,0.0009704,0.0009704,0.0009704
80,658.765,2.03042,0.76086,0.76389,0.93742,0.81713,0.8913,0.41608,0.3515,0.24072,0.13913,0.0009572,0.0009572,0.0009572
81,667.111,2.05343,0.75626,0.76519,0.83869,0.78182,0.85223,0.40692,0.34109,1.03378,0.13883,0.000944,0.000944,0.000944
82,675.447,2.02378,0.74446,0.76162,0.89251,0.82727,0.88883,0.40637,0.35456,0.72794,0.13981,0.0009308,0.0009308,0.0009308
83,683.687,2.03222,0.75955,0.77058,0.85519,0.80532,0.86623,0.4179,0.34149,0.75145,0.13988,0.0009176,0.0009176,0.0009176
84,691.986,2.02503,0.75148,0.75955,0.74561,0.81818,0.82969,0.39799,0.34145,1.26225,0.1394,0.0009044,0.0009044,0.0009044
85,700.12,2.05984,0.76534,0.76576,0.86414,0.80953,0.87349,0.43747,0.33475,0.71222,0.13979,0.0008912,0.0008912,0.0008912
86,708.263,2.01803,0.75043,0.76597,0.90473,0.82727,0.88179,0.43715,0.33915,0.37049,0.14023,0.000878,0.000878,0.000878
87,716.376,2.04465,0.74978,0.75695,0.89263,0.83142,0.89554,0.43037,0.34179,0.26292,0.14028,0.0008648,0.0008648,0.0008648
88,724.604,2.08355,0.76112,0.7565,0.90632,0.82727,0.89882,0.42599,0.33212,0.43951,0.14008,0.0008516,0.0008516,0.0008516
89,732.749,2.01635,0.72994,0.75984,0.83234,0.84545,0.86629,0.41873,0.33604,0.84624,0.13872,0.0008384,0.0008384,0.0008384
90,740.896,2.01644,0.71576,0.75752,0.91171,0.84489,0.87602,0.42499,0.33257,0.40676,0.13952,0.0008252,0.0008252,0.0008252
91,748.995,1.99717,0.73177,0.75291,0.94563,0.87273,0.90711,0.44878,0.331,0.18275,0.13792,0.000812,0.000812,0.000812
92,757.211,1.98399,0.72626,0.7648,0.8579,0.87273,0.90485,0.45097,0.33087,0.29427,0.13836,0.0007988,0.0007988,0.0007988
93,765.297,1.98985,0.72737,0.75137,0.89694,0.8703,0.90033,0.42098,0.33951,0.39693,0.13957,0.0007856,0.0007856,0.0007856
94,773.372,1.95928,0.70442,0.75336,0.93147,0.87273,0.92075,0.43284,0.33486,0.1621,0.1385,0.0007724,0.0007724,0.0007724
95,781.468,2.01635,0.73131,0.75974,0.92978,0.83636,0.91026,0.45123,0.32827,0.25155,0.1382,0.0007592,0.0007592,0.0007592
96,789.679,1.99606,0.72213,0.75275,0.90361,0.80909,0.89348,0.41727,0.33329,0.35894,0.14073,0.000746,0.000746,0.000746
97,797.765,2.0378,0.72332,0.74543,0.90339,0.86364,0.89406,0.4504,0.33034,0.30282,0.13972,0.0007328,0.0007328,0.0007328
98,806.023,1.96448,0.70133,0.7527,0.94379,0.83636,0.89829,0.45679,0.32603,0.15845,0.13811,0.0007196,0.0007196,0.0007196
99,814.279,2.00333,0.71791,0.75362,0.88059,0.84545,0.89508,0.4444,0.32885,0.47234,0.13852,0.0007064,0.0007064,0.0007064
100,822.65,1.98589,0.70966,0.75397,0.9461,0.79784,0.90512,0.45182,0.32355,0.48524,0.13676,0.0006932,0.0006932,0.0006932
101,830.878,1.94054,0.70219,0.7444,0.92535,0.84545,0.90055,0.45359,0.33144,0.33225,0.13892,0.00068,0.00068,0.00068
102,838.843,1.95381,0.68968,0.75498,0.85898,0.82727,0.85851,0.42077,0.33365,0.99809,0.13854,0.0006668,0.0006668,0.0006668
103,846.878,1.9684,0.69734,0.76094,0.94374,0.86364,0.91915,0.4568,0.33198,0.23136,0.13635,0.0006536,0.0006536,0.0006536
104,855.166,1.9891,0.70483,0.75827,0.85428,0.88182,0.89935,0.44674,0.32765,0.72681,0.13698,0.0006404,0.0006404,0.0006404
105,863.166,2.00856,0.70783,0.7538,0.90639,0.87273,0.90488,0.46145,0.32026,0.25908,0.13702,0.0006272,0.0006272,0.0006272
106,871.11,1.96994,0.69135,0.75512,0.82151,0.85455,0.8473,0.41744,0.31847,1.092,0.13718,0.000614,0.000614,0.000614
107,879.205,1.95768,0.69824,0.75535,0.89928,0.86364,0.91173,0.44438,0.32569,0.43993,0.13751,0.0006008,0.0006008,0.0006008
108,887.16,1.94148,0.68179,0.75023,0.79794,0.87273,0.87833,0.43425,0.33273,0.84677,0.13798,0.0005876,0.0005876,0.0005876
109,895.112,1.95514,0.6833,0.74984,0.85594,0.85455,0.89254,0.43335,0.33464,0.61187,0.14111,0.0005744,0.0005744,0.0005744
110,903.304,1.95686,0.70042,0.74828,0.89804,0.89091,0.91343,0.44406,0.33142,0.44244,0.13913,0.0005612,0.0005612,0.0005612
111,911.441,1.95187,0.69734,0.75021,0.77155,0.89036,0.85627,0.42457,0.32745,1.16666,0.13805,0.000548,0.000548,0.000548
112,919.341,1.92074,0.68066,0.75766,0.87928,0.88182,0.90576,0.45404,0.32652,0.53219,0.13937,0.0005348,0.0005348,0.0005348
113,927.241,1.95702,0.66819,0.75345,0.82595,0.89091,0.88592,0.43312,0.33194,0.76332,0.13999,0.0005216,0.0005216,0.0005216
114,935.137,1.91651,0.68001,0.74238,0.91525,0.78546,0.88051,0.43845,0.33461,0.80111,0.14043,0.0005084,0.0005084,0.0005084
115,943.134,1.93721,0.69075,0.75464,0.89886,0.88875,0.89754,0.44434,0.32792,0.55958,0.13913,0.0004952,0.0004952,0.0004952
116,951.216,1.9211,0.6784,0.74647,0.85895,0.88579,0.90061,0.44181,0.3268,0.51339,0.1373,0.000482,0.000482,0.000482
117,959.325,1.9273,0.66153,0.74259,0.84567,0.84545,0.85832,0.42291,0.33423,0.80423,0.13858,0.0004688,0.0004688,0.0004688
118,967.543,1.91341,0.68586,0.73916,0.90717,0.88841,0.92801,0.44445,0.32722,0.40024,0.13779,0.0004556,0.0004556,0.0004556
119,975.655,1.87453,0.66428,0.75034,0.92307,0.87264,0.92673,0.46261,0.32802,0.41767,0.13888,0.0004424,0.0004424,0.0004424
120,983.779,1.89465,0.67758,0.75584,0.88343,0.89091,0.91835,0.4484,0.32977,0.69813,0.13911,0.0004292,0.0004292,0.0004292
121,991.912,1.90941,0.67631,0.74656,0.87393,0.9,0.90387,0.4253,0.32946,0.4785,0.13942,0.000416,0.000416,0.000416
122,1000.41,1.89257,0.66201,0.7537,0.88424,0.83328,0.91371,0.44859,0.32495,0.47683,0.13784,0.0004028,0.0004028,0.0004028
123,1008.72,1.92042,0.6656,0.76332,0.82699,0.83636,0.84909,0.42589,0.325,1.09141,0.13814,0.0003896,0.0003896,0.0003896
124,1017.07,1.88139,0.65049,0.7445,0.77642,0.88396,0.8102,0.40662,0.32966,1.34504,0.13737,0.0003764,0.0003764,0.0003764
125,1025.39,1.86709,0.65915,0.76141,0.83567,0.89091,0.8713,0.4437,0.32464,0.87985,0.1374,0.0003632,0.0003632,0.0003632
126,1033.71,1.88045,0.64677,0.75087,0.76283,0.87722,0.81695,0.40574,0.32833,1.17674,0.13704,0.00035,0.00035,0.00035
127,1041.91,1.87405,0.65383,0.74538,0.80608,0.88182,0.84576,0.42078,0.32713,1.10489,0.13718,0.0003368,0.0003368,0.0003368
128,1050.05,1.89711,0.64642,0.74736,0.80288,0.88867,0.84555,0.42276,0.32964,1.07108,0.13772,0.0003236,0.0003236,0.0003236
129,1058.18,1.87655,0.65216,0.75381,0.82218,0.87273,0.85607,0.42101,0.32384,1.07637,0.13746,0.0003104,0.0003104,0.0003104
130,1066.4,1.87308,0.63754,0.75508,0.81196,0.8636,0.82965,0.41525,0.32697,1.19165,0.13593,0.0002972,0.0002972,0.0002972
131,1074.51,1.85853,0.643,0.74642,0.75862,0.88182,0.80785,0.3979,0.32812,1.39719,0.13785,0.000284,0.000284,0.000284
132,1082.65,1.84663,0.6304,0.73817,0.82905,0.9,0.88763,0.42634,0.33056,0.826,0.13834,0.0002708,0.0002708,0.0002708
133,1090.74,1.8737,0.64952,0.75107,0.81475,0.89091,0.86971,0.42825,0.3245,0.99738,0.13789,0.0002576,0.0002576,0.0002576
134,1098.94,1.80758,0.63354,0.75401,0.80399,0.89493,0.87127,0.42575,0.32913,0.99158,0.13841,0.0002444,0.0002444,0.0002444
135,1107.04,1.8737,0.63917,0.74015,0.85977,0.89179,0.91135,0.44911,0.32663,0.51182,0.13786,0.0002312,0.0002312,0.0002312
136,1115.16,1.89608,0.65471,0.74818,0.9237,0.88047,0.92471,0.46056,0.32519,0.35313,0.13846,0.000218,0.000218,0.000218
137,1123.25,1.79706,0.623,0.74294,0.8965,0.86621,0.91994,0.45903,0.32502,0.40485,0.13807,0.0002048,0.0002048,0.0002048
138,1131.79,1.84671,0.62744,0.75369,0.83791,0.89292,0.9035,0.4557,0.32172,0.61455,0.13827,0.0001916,0.0001916,0.0001916
139,1140.13,1.8618,0.64714,0.74637,0.866,0.9,0.91094,0.45495,0.32082,0.51117,0.1379,0.0001784,0.0001784,0.0001784
140,1148.44,1.8374,0.63531,0.75174,0.85079,0.9,0.90659,0.44862,0.32211,0.64833,0.13769,0.0001652,0.0001652,0.0001652
141,1156.67,1.69104,0.63124,0.76248,0.85838,0.9,0.89976,0.45124,0.31983,0.72116,0.13757,0.000152,0.000152,0.000152
142,1164.71,1.65302,0.60297,0.76867,0.85042,0.9,0.89651,0.43968,0.32077,0.78135,0.13654,0.0001388,0.0001388,0.0001388
143,1172.56,1.67609,0.59419,0.76503,0.85388,0.85001,0.88692,0.44413,0.32157,0.77515,0.13677,0.0001256,0.0001256,0.0001256
144,1180.55,1.66167,0.59382,0.76777,0.85724,0.87344,0.90192,0.4521,0.32195,0.64547,0.13634,0.0001124,0.0001124,0.0001124
145,1188.38,1.66416,0.59533,0.767,0.82413,0.88182,0.89734,0.45656,0.31897,0.68885,0.13631,9.92e-05,9.92e-05,9.92e-05
146,1196.33,1.63667,0.59909,0.75983,0.86263,0.85631,0.90609,0.45705,0.32219,0.65441,0.13595,8.6e-05,8.6e-05,8.6e-05
147,1204.16,1.66455,0.58607,0.77002,0.86521,0.87533,0.921,0.45731,0.32359,0.53533,0.13613,7.28e-05,7.28e-05,7.28e-05
148,1212,1.64634,0.58333,0.76249,0.84949,0.88182,0.91158,0.45945,0.3189,0.61922,0.13663,5.96e-05,5.96e-05,5.96e-05
149,1219.79,1.64885,0.59244,0.76646,0.84634,0.9013,0.91346,0.46235,0.31913,0.59326,0.137,4.64e-05,4.64e-05,4.64e-05
150,1227.65,1.61226,0.57177,0.76661,0.83621,0.88183,0.90843,0.45766,0.3195,0.67074,0.13685,3.32e-05,3.32e-05,3.32e-05
